model,seed,arm,phase,evaluation_set,family,depth,score_key,method,target_control,tasks,rows,mrr,correct_mass,hit@1,hit@8,hit@16,hit@32,hit@64,hit@100,hit@125,iid_pass@1,iid_pass@8,iid_pass@16,iid_pass@32,iid_pass@64,iid_pass@100,iid_pass@125
Qwen/Qwen3-0.6B,0,atomic_control,,dev_B,B,3,score,bigram,own_target,200,200,0.052321735251729694,0.006461478597295226,0.005,0.085,0.245,0.45,0.73,0.925,1.0,0.006461478597295226,0.0398750107841989,0.06523627126239517,0.09986826292954713,0.14314782743577797,0.17491243174555918,0.191769185454729
Qwen/Qwen3-0.6B,0,atomic_control,,dev_B,B,3,score,bigram,minus_bias_only,200,200,0.02358312596929343,0.0005265074970487579,0.0,0.0,0.065,0.15,0.65,0.96,1.0,0.0005265074970487579,0.004154554421552166,0.00818107268456309,0.015870894478871057,0.029931803690591074,0.043931832913657785,0.05268967915671599
Qwen/Qwen3-0.6B,0,atomic_control,,dev_B,B,3,score,bigram,shuffled_program_bias,200,200,0.03166863353970692,5.818661745356262e-05,0.0,0.005,0.145,0.37,0.66,0.915,1.0,5.818661745356262e-05,0.00046082521410510403,0.0009112330932072539,0.0017823440945458457,0.003415713103889366,0.005100920541605556,0.006188965862984949
Qwen/Qwen3-0.6B,0,atomic_control,,dev_B,B,3,score,positional_bigram,own_target,200,200,0.052321735251729694,0.006461478597295218,0.005,0.085,0.245,0.45,0.73,0.925,1.0,0.006461478597295218,0.03987501078419879,0.06523627126239498,0.09986826292954683,0.14314782743577747,0.17491243174555862,0.19176918545472835
Qwen/Qwen3-0.6B,0,atomic_control,,dev_B,B,3,score,positional_bigram,minus_bias_only,200,200,0.02358312596929343,0.0005265074970487511,0.0,0.0,0.065,0.15,0.65,0.96,1.0,0.0005265074970487511,0.004154554421552113,0.008181072684562987,0.01587089447887086,0.029931803690590727,0.04393183291365729,0.05268967915671543
Qwen/Qwen3-0.6B,0,atomic_control,,dev_B,B,3,score,positional_bigram,shuffled_program_bias,200,200,0.03166863353970692,5.818661745356262e-05,0.0,0.005,0.145,0.37,0.66,0.915,1.0,5.818661745356262e-05,0.0004608252141051042,0.000911233093207254,0.0017823440945458464,0.003415713103889366,0.005100920541605556,0.006188965862984949
Qwen/Qwen3-0.6B,0,atomic_control,,dev_B,B,3,score,full,own_target,200,200,0.09795175069908475,0.019548753289844605,0.04,0.165,0.275,0.455,0.725,0.86,1.0,0.019548753289844605,0.10679269644811366,0.15936019446593136,0.21875455095521382,0.2826341087943083,0.32565434028329077,0.3478125898994804
Qwen/Qwen3-0.6B,0,atomic_control,,dev_B,B,3,score,full,minus_bias_only,200,200,0.024446356115031546,0.0015119047996074747,0.0,0.04,0.04,0.235,0.555,0.945,1.0,0.0015119047996074747,0.011574300858181372,0.02206709553437638,0.04040478486366737,0.0695177227033068,0.09481855068470235,0.10957946670897022
Qwen/Qwen3-0.6B,0,atomic_control,,dev_B,B,3,score,full,shuffled_program_bias,200,200,0.037253327649379796,0.0022430530582230523,0.005,0.015,0.16,0.35,0.66,0.9,1.0,0.0022430530582230523,0.008144895035627361,0.010918064485529028,0.01498718014308909,0.02086535636731273,0.026032184384026266,0.029142787044813677
Qwen/Qwen3-0.6B,0,atomic_control,,dev_B,B,3,score,train_frequency,task_blind,200,200,0.009924886738241658,0.00038095238095238107,0.0,0.0,0.0,0.0,0.0,0.4565217391304347,1.0,0.00038095238095238107,0.003043558650075675,0.0060778540508949,0.012118767791925823,0.02409067105105702,0.03738572844563032,0.046511695822809625
Qwen/Qwen3-0.6B,0,atomic_control,,dev_B,B,3,score,train_antifrequency,task_blind,200,200,0.09601494013013269,0.02062461850020644,0.021739130434782594,0.17391304347826084,0.3478260869565217,0.6956521739130433,1.0,1.0,1.0,0.02062461850020644,0.15356529081616016,0.2835482830888684,0.4866969373350916,0.7365199658588253,0.8755719490071155,0.9260994155389659
Qwen/Qwen3-0.6B,0,atomic_control,,dev_B,B,3,score,train_unseen_first,task_blind,200,200,0.09601494013013269,0.013322235759508442,0.021739130434782594,0.17391304347826084,0.3478260869565217,0.6956521739130433,1.0,1.0,1.0,0.013322235759508442,0.1017386189623677,0.19312649133636564,0.348955141016836,0.5761405915915921,0.738462417123654,0.812967261787282
Qwen/Qwen3-0.6B,0,atomic_control,,dev_C,C,3,score,raw,own_target,200,200,0.07460320635705193,0.012284188575287276,0.01,0.14,0.275,0.495,0.815,0.96,1.0,0.012284188575287276,0.023245963980587057,0.030404387759395135,0.039270046737239515,0.05024067428020221,0.05822054051241467,0.062413918208998505
Qwen/Qwen3-0.6B,0,atomic_control,,dev_C,C,3,score,unigram,own_target,200,200,0.08546284239526891,0.016501627561313074,0.015,0.18,0.35,0.5,0.81,0.945,1.0,0.016501627561313074,0.02931625841360291,0.03961998055686618,0.05483334306778205,0.07567555045542627,0.09195301694344696,0.10086273345103602
Qwen/Qwen3-0.6B,0,atomic_control,,dev_C,C,3,score,unigram,minus_bias_only,200,200,0.04996504700207916,0.015501721548978432,0.015,0.065,0.12,0.235,0.44,0.705,1.0,0.015501721548978432,0.08925967120607702,0.13359571864421899,0.17827180291019,0.2221373676333775,0.2531092916292981,0.27030804951280596
Qwen/Qwen3-0.6B,0,atomic_control,,dev_C,C,3,score,unigram,shuffled_program_bias,200,200,0.07968103635059932,0.018281406282592724,0.015,0.16,0.27,0.48,0.805,0.96,1.0,0.018281406282592724,0.03265735800350466,0.039754027544678064,0.049075122251125834,0.0603115342559237,0.06824449625242944,0.07248593447258597
Qwen/Qwen3-0.6B,0,atomic_control,,dev_C,C,3,score,positional,own_target,200,200,0.09720299515453285,0.021938289027865387,0.02,0.225,0.355,0.515,0.815,0.97,1.0,0.021938289027865387,0.0513709868198883,0.07026355926503149,0.0953126896711662,0.1261355003858642,0.14853497331715154,0.16032170818922356
Qwen/Qwen3-0.6B,0,atomic_control,,dev_C,C,3,score,positional,minus_bias_only,200,200,0.06226543596188968,0.015684466731113393,0.015,0.115,0.205,0.245,0.485,0.85,1.0,0.015684466731113393,0.09198322016082566,0.14116837062180082,0.19476852599600045,0.24639423302312466,0.2786022621494879,0.29497097199487327
Qwen/Qwen3-0.6B,0,atomic_control,,dev_C,C,3,score,positional,shuffled_program_bias,200,200,0.0953200162187612,0.027149204577299347,0.035,0.195,0.295,0.46,0.81,0.955,1.0,0.027149204577299347,0.05828132766318246,0.06885778567749185,0.07961710875337888,0.0924405524000769,0.1030269340147414,0.10911205471875443
Qwen/Qwen3-0.6B,0,atomic_control,,dev_C,C,3,score,bigram,own_target,200,200,0.0821401647874,0.020386545852200372,0.015,0.175,0.35,0.54,0.8,0.935,1.0,0.020386545852200372,0.07296885631075926,0.10838532037309706,0.1535690829527534,0.2078183026138744,0.24754700380840616,0.2686288176050161
