model,seed,arm,evaluation_set,family,depth,score_key,method,target_control,tasks,mrr,correct_mass,hit@1,hit@8,hit@16,hit@32,hit@64,hit@100,hit@125,iid_pass@1,iid_pass@8,iid_pass@16,iid_pass@32,iid_pass@64,iid_pass@100,iid_pass@125
Qwen/Qwen3-0.6B,1,atomic_control,dev_D,D,3,score,unigram,own_target,200,0.030423005258407382,0.00031363917757786105,0.0,0.01,0.105,0.335,0.7,0.945,1.0,0.00031363917757786105,0.0021535894166800755,0.003680246066915569,0.005654681809378662,0.007846228856874908,0.009561890788352494,0.01063839108920199
Qwen/Qwen3-0.6B,1,atomic_control,dev_D,D,3,score,bigram,own_target,200,0.051824485145668404,0.006873690207142988,0.015,0.05,0.19,0.35,0.72,0.935,1.0,0.006873690207142988,0.035885455813599226,0.053339346228969395,0.07539145915435293,0.10464505143045578,0.1288036308570856,0.14255308261690108
Qwen/Qwen3-0.6B,1,atomic_control,dev_D,D,3,score,full,own_target,200,0.07387280118979418,0.015494209998924644,0.025,0.115,0.2,0.345,0.705,0.91,1.0,0.015494209998924644,0.08410462209953298,0.12435647774422746,0.16932442840703113,0.21869942658364772,0.2532572178617842,0.271486756300039
Qwen/Qwen3-0.6B,1,composition,dev_A,A,3,score,raw,own_target,200,0.2959885327043935,0.10952051118601291,0.155,0.52,0.68,0.875,0.99,1.0,1.0,0.10952051118601291,0.42455971296219625,0.5727046172777882,0.7227849729122076,0.8498221606573745,0.9097345050630458,0.932400561692932
Qwen/Qwen3-0.6B,1,composition,dev_A,A,3,score,unigram,own_target,200,0.22477016947111467,0.09687046359247513,0.135,0.38,0.545,0.785,0.99,1.0,1.0,0.09687046359247513,0.34426856542681605,0.472651294668734,0.6181287770537016,0.76009888948356,0.8363772566341612,0.8675372146913968
Qwen/Qwen3-0.6B,1,composition,dev_A,A,3,score,bigram,own_target,200,0.26031319222121213,0.09529806230799692,0.135,0.475,0.63,0.8,0.97,0.995,1.0,0.09529806230799692,0.3667381662989105,0.5015876388396044,0.64853762289923,0.789127983067496,0.8646305422674526,0.8956414822488226
Qwen/Qwen3-0.6B,1,composition,dev_A,A,3,score,full,own_target,200,0.28836510851214325,0.10108208132800481,0.185,0.46,0.55,0.78,0.96,0.99,1.0,0.10108208132800481,0.368943268967414,0.49551249996508745,0.6365844945876257,0.7777236215634525,0.8562410034406366,0.888919673140347
Qwen/Qwen3-0.6B,1,composition,dev_B,B,3,score,raw,own_target,200,0.016736914359519278,0.002478722403798815,0.0,0.0,0.02,0.095,0.355,0.72,1.0,0.002478722403798815,0.01935734485751031,0.037684750547358876,0.07154391865080693,0.12982177724145205,0.1836293112838308,0.21539034339544563
Qwen/Qwen3-0.6B,1,composition,dev_B,B,3,score,unigram,own_target,200,0.015947921222040348,0.001604687900911006,0.0,0.0,0.015,0.065,0.35,0.805,1.0,0.001604687900911006,0.012655662966044378,0.02490748370657397,0.04827118312549805,0.09088875638908901,0.13320750140697377,0.1596237152963544
Qwen/Qwen3-0.6B,1,composition,dev_B,B,3,score,bigram,own_target,200,0.06486068660596404,0.013007874167257355,0.01,0.145,0.28,0.505,0.77,0.92,1.0,0.013007874167257355,0.09532647953870667,0.173868294443355,0.29557642719905197,0.45563313794327465,0.5679334522967756,0.6232854523711162
Qwen/Qwen3-0.6B,1,composition,dev_B,B,3,score,full,own_target,200,0.07417869613396492,0.015699446356505376,0.0,0.225,0.35,0.555,0.765,0.945,1.0,0.015699446356505376,0.11348456376294865,0.2044968595972171,0.34150789075246396,0.5136413454496166,0.6275305205802852,0.6812447393891228
Qwen/Qwen3-0.6B,1,composition,dev_C,C,3,score,raw,own_target,200,0.2614904918696263,0.08239919670398081,0.15,0.435,0.635,0.85,0.97,0.995,1.0,0.08239919670398081,0.357215497109452,0.5030149816265844,0.6634915165534844,0.8070695745232643,0.8737061613218805,0.8982445913075522
Qwen/Qwen3-0.6B,1,composition,dev_C,C,3,score,unigram,own_target,200,0.2044241851841813,0.07709531954271574,0.115,0.335,0.52,0.735,0.94,0.985,1.0,0.07709531954271574,0.29799246856155415,0.42277942919081596,0.569655257951872,0.7167003798626465,0.7962068104651027,0.8290712224298127
Qwen/Qwen3-0.6B,1,composition,dev_C,C,3,score,bigram,own_target,200,0.17911700828034327,0.06466771530722705,0.07,0.33,0.565,0.785,0.935,0.985,1.0,0.06466771530722705,0.2883371573100312,0.41709488288873237,0.5721830515832563,0.7329357439220289,0.820363834618606,0.8557495883753669
Qwen/Qwen3-0.6B,1,composition,dev_C,C,3,score,full,own_target,200,0.21886352656703312,0.06952446574805266,0.125,0.36,0.5,0.695,0.92,0.975,1.0,0.06952446574805266,0.28950981138745796,0.408444640441074,0.5556323523696505,0.7158579258309807,0.8070414795660136,0.844710977993996
Qwen/Qwen3-0.6B,1,composition,dev_D,D,3,score,raw,own_target,200,0.01593867633175856,0.002336127883840913,0.0,0.0,0.005,0.07,0.335,0.68,1.0,0.002336127883840913,0.01825564176413444,0.03556605817259301,0.06761816304671807,0.12302428606797983,0.1744649508913328,0.20495198515130267
Qwen/Qwen3-0.6B,1,composition,dev_D,D,3,score,unigram,own_target,200,0.015562773118462499,0.001525311558568429,0.0,0.0,0.0,0.085,0.3,0.705,1.0,0.001525311558568429,0.012018226746855187,0.023627728220085013,0.045696069248630754,0.08570365500547622,0.12510060765149827,0.14952039806851838
Qwen/Qwen3-0.6B,1,composition,dev_D,D,3,score,bigram,own_target,200,0.06577246322288297,0.012104208969879364,0.015,0.125,0.28,0.465,0.69,0.9,1.0,0.012104208969879364,0.08867644645082198,0.16173345032015798,0.2750997701768171,0.4249230009431774,0.5309674724197125,0.5837602487029055
Qwen/Qwen3-0.6B,1,composition,dev_D,D,3,score,full,own_target,200,0.06679026026872392,0.014288059154892676,0.0,0.21,0.305,0.505,0.715,0.91,1.0,0.014288059154892676,0.10310759847007084,0.1856371079140771,0.3102404231151638,0.46945706407687626,0.578365495097235,0.6313555051228168
Qwen/Qwen3-0.6B,2,atomic_control,dev_A,A,3,score,raw,own_target,200,0.09953518102116313,0.03037146535268866,0.025,0.21,0.415,0.61,0.785,0.895,1.0,0.03037146535268866,0.05666381361448303,0.0700114779379322,0.08461774802904382,0.10243679802795612,0.1161849487382274,0.12377102024638909
